LOCATION,PRICE,LAND AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,PROPERTY_TYPE,HOUSE AGE,PARKING_SPACES,PARKING,BALCONY,GARDEN,DRAINAGE,DRINKING_WATER,EARTHQUAKE_RESISTANT,MODULAR_KITCHEN,LIVING_ROOM,DINING_ROOM,POWER_BACKUP,AMENITIES_COUNT
"Imadol, Lalitpur",25500000.0,1026.75,13.0,WEST,2.5,4.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Imadol, Lalitpur",32500000.0,1369.0,13.0,EAST,2.5,5.0,5.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Imadol, Lalitpur",26500000.0,1197.875,13.0,SOUTH,3.0,6.0,5.0,House,13.0,0,1,0,1,1,1,0,0,0,0,0,5
"Hattiban, Lalitpur",20500000.0,1095.2,13.0,SOUTH-EAST,2.5,5.0,4.0,House,9.0,0,1,0,1,1,1,0,0,0,0,0,5
Other,25000000.0,1437.45,12.0,SOUTH-WEST,2.5,6.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,29000000.0,4107.0,13.0,SOUTH,2.5,14.0,6.0,House,13.0,0,1,0,1,1,1,0,0,0,0,0,5
Other,32000000.0,1711.25,8.0,NORTH,2.5,4.0,3.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,4
"Budhanilkantha, Kathmandu",51500000.0,2840.675,13.0,SOUTH-WEST,2.0,5.0,3.0,Bungalow,14.0,0,1,0,0,0,0,1,0,0,1,0,11
"Dhapasi, Kathmandu",58000000.0,3422.5,13.0,EAST,2.5,4.0,2.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Banasthali, Kathmandu",23500000.0,855.625,13.0,EAST,4.0,3.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,45000000.0,2053.5,15.0,SOUTH,3.5,7.0,4.0,House,6.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,31500000.0,1060.9750000000001,10.0,NORTH-WEST,3.5,6.0,4.0,House,8.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,29500000.0,1026.75,10.0,NORTH,3.5,6.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,49800000.00000001,1813.925,9.0,SOUTH,4.0,11.0,4.0,House,33.0,0,0,0,1,1,1,0,0,0,0,1,10
"Bafal, Kathmandu",37000000.0,1095.2,13.0,NORTH-EAST,2.5,4.0,3.0,House,6.0,0,1,0,0,1,1,0,0,0,0,0,4
"Sundarbasti, Kathmandu",27000000.0,1095.2,13.0,SOUTH,3.5,8.0,4.0,House,20.0,0,1,0,1,1,1,0,0,0,0,0,5
Other,38000000.0,1437.45,20.0,WEST,2.5,5.0,4.0,House,7.0,0,1,0,0,0,1,1,1,0,0,1,11
Other,13500000.0,752.95,10.0,EAST,1.0,2.0,1.0,House,25.0,0,1,0,0,1,1,0,0,0,0,0,4
"Sundarbasti, Kathmandu",39500000.0,1711.25,20.0,NORTH,2.5,6.0,5.0,House,21.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,100000000.0,936.0,20.0,NORTH,1.0,2.0,2.0,House,18.0,0,1,0,0,1,0,1,0,0,0,0,4
"Kapan, Kathmandu",32500000.0,1813.925,13.0,SOUTH-EAST,3.0,6.0,3.0,House,20.0,0,1,0,1,1,1,1,1,0,0,0,8
"Imadol, Lalitpur",27000000.0,1095.2,20.0,WEST,2.5,5.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Imadol, Lalitpur",28500000.0,1129.425,13.0,NORTH-WEST,2.5,4.0,4.0,House,18.0,0,1,0,0,1,1,0,0,0,0,0,4
"Imadol, Lalitpur",25000000.0,1437.45,13.0,NORTH-EAST,2.5,6.0,5.0,House,33.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,15000000.0,1026.75,17.0,SOUTH,2.5,4.0,3.0,House,8.0,0,1,0,0,1,1,0,0,0,0,1,5
"Imadol, Lalitpur",27500000.0,1026.75,13.0,SOUTH-EAST,3.0,5.0,3.0,House,9.0,0,1,0,0,1,0,1,0,0,0,0,7
"Bhaisepati, Lalitpur",67500000.0,1369.0,13.5,NORTH,2.5,8.0,8.0,House,7.0,0,1,0,0,1,1,0,0,0,0,1,5
"Bhangal, Kathmandu",29000000.0,1129.425,13.0,SOUTH,2.5,5.0,4.0,House,10.0,0,1,0,0,1,1,0,0,0,0,1,5
"Sundarbasti, Kathmandu",29800000.0,1369.0,20.0,EAST,2.5,5.0,3.0,House,10.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,14000000.0,1403.225,10.0,NORTH-EAST,3.0,2.0,2.0,House,6.0,0,1,0,0,1,1,1,0,0,0,1,6
"Bhaisepati, Lalitpur",38000000.0,1129.425,13.5,EAST,2.5,4.0,5.0,House,13.0,0,1,0,0,1,1,0,0,0,0,1,5
"Budhanilkantha, Kathmandu",67500000.0,1369.0,11.0,WEST,2.5,8.0,8.0,Bungalow,9.0,0,1,0,0,1,1,0,0,0,0,1,5
"Budhanilkantha, Kathmandu",65000000.0,3251.375,12.5,NORTH,2.0,4.0,4.0,House,14.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,18000000.0,1369.0,13.0,NORTH-EAST,1.0,3.0,2.0,House,16.0,0,1,0,0,1,1,1,1,0,0,1,10
"Imadol, Lalitpur",27500000.0,1095.2,13.0,SOUTH,2.5,4.0,4.0,House,18.0,0,1,0,0,1,1,0,0,0,0,0,4
"Imadol, Lalitpur",23500000.0,752.95,10.0,SOUTH,2.5,8.0,4.0,House,8.0,0,1,0,0,1,1,0,0,0,0,0,4
"Imadol, Lalitpur",27500000.0,1026.75,9.0,EAST,2.5,5.0,4.0,House,8.0,0,1,0,0,1,1,0,0,0,0,0,4
"Imadol, Lalitpur",26000000.0,1060.9750000000001,13.0,NORTH,2.5,5.0,4.0,House,19.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,24500000.0,1026.75,10.0,NORTH-EAST,2.5,7.0,4.0,House,18.0,0,1,0,0,1,1,1,0,0,0,0,6
Other,25500000.0,1026.75,13.0,WEST,3.0,5.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Chandragiri, Kathmandu",13100000.0,1026.75,12.0,SOUTH,2.0,6.0,3.0,House,27.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,33000000.0,1369.0,20.0,WEST,2.5,4.0,6.0,House,23.0,0,1,0,0,1,1,0,0,0,0,1,5
"Thaiba, Lalitpur",22000000.0,1060.9750000000001,13.0,EAST,2.5,5.0,4.0,House,23.0,0,1,0,0,1,1,0,0,0,0,1,5
"Imadol, Lalitpur",23500000.0,1060.9750000000001,13.0,NORTH,2.5,4.0,5.0,House,23.0,0,1,0,0,1,1,0,0,0,0,0,4
"Imadol, Lalitpur",21000000.0,8383.5,13.0,NORTH,2.5,4.0,4.0,House,18.0,0,1,0,0,0,1,0,0,0,0,1,4
"Imadol, Lalitpur",42500000.0,1369.0,13.0,SOUTH,2.5,6.0,4.0,House,10.0,0,0,0,0,1,1,0,0,0,0,1,4
"Chandragiri, Kathmandu",19000000.0,1026.75,10.0,WEST,2.5,5.0,3.0,House,23.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,23000000.0,1129.425,10.0,WEST,2.5,5.0,5.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Budhanilkantha, Kathmandu",40000000.0,1711.25,15.0,SOUTH-EAST,2.5,6.0,6.0,House,23.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,30000000.0,1026.75,13.0,WEST,2.5,4.0,3.0,House,9.0,0,1,0,0,1,1,0,0,0,0,1,5
"Bhaisepati, Lalitpur",55000000.0,1437.45,13.5,SOUTH,2.0,3.0,4.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,62000000.0,3422.5,14.0,SOUTH-EAST,2.5,4.0,4.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,4
"Budhanilkantha, Kathmandu",40000000.0,1711.25,15.0,SOUTH-EAST,2.5,6.0,6.0,House,8.0,0,1,0,0,1,1,0,0,0,0,1,5
"Pasikot, Kathmandu",38000000.0,1745.475,14.0,SOUTH,2.5,5.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,1,5
"Nakhipot, Lalitpur",25500000.0,1095.2,20.0,EAST,2.5,9.0,7.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,4
"Imadol, Lalitpur",21000000.0,787.175,13.0,WEST,2.5,6.0,2.0,House,23.0,0,1,0,0,1,0,1,0,0,0,0,5
Other,76500000.0,3080.25,12.0,SOUTH,2.5,5.0,4.0,House,14.0,0,1,0,0,1,1,0,0,0,0,0,5
"Budhanilkantha, Kathmandu",25000000.0,684.5,12.0,WEST,2.5,6.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,25000000.0,1060.9750000000001,10.0,NORTH,3.0,6.0,4.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,25000000.0,787.175,13.0,NORTH-WEST,2.5,6.0,3.0,House,13.0,0,1,0,0,1,1,0,0,0,0,1,5
"Gongabu, Kathmandu",29000000.0,1026.75,13.0,NORTH-EAST,4.0,5.0,6.0,House,13.0,0,1,0,0,1,1,0,0,0,0,1,5
"Bhaisepati, Lalitpur",31000000.0,1129.425,15.0,SOUTH-WEST,2.5,5.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,1,5
"Sukedhara, Kathmandu",39800000.0,2053.5,13.5,SOUTH,2.5,4.0,4.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,4
"Budhanilkantha, Kathmandu",45000000.0,3080.25,18.0,NORTH,2.5,5.0,4.0,House,23.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,110000000.0,3764.75,13.0,SOUTH,2.5,4.0,3.0,House,7.0,0,1,0,1,1,1,0,0,0,0,1,6
"Bhaisepati, Lalitpur",55000000.0,1779.7,16.0,SOUTH-EAST,2.5,5.0,4.0,House,23.0,0,0,0,0,0,0,1,0,0,1,1,11
"Bhaisepati, Lalitpur",32500000.0,1129.425,13.0,SOUTH-EAST,2.5,4.0,4.0,Bungalow,7.0,0,0,0,0,0,0,1,0,0,1,1,11
"Imadol, Lalitpur",36000000.0,2395.75,12.5,NORTH-EAST,2.5,4.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,43000000.0,1711.25,10.0,SOUTH,3.5,17.0,10.0,House,23.0,0,0,0,0,1,1,0,0,0,0,1,4
Other,29500000.0,1711.25,13.0,UNKNOWN,2.5,4.0,3.0,House,16.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,77500000.0,3080.25,20.0,SOUTH-WEST,2.5,5.0,4.0,House,16.0,0,0,0,0,0,0,0,0,0,1,1,11
"Sunakothi, Lalitpur",42500000.0,2053.5,20.0,SOUTH-EAST,2.5,3.0,3.0,House,7.0,0,0,0,0,0,0,1,0,0,1,1,11
"Bhaisepati, Lalitpur",35000000.0,1129.425,22.0,NORTH,2.5,5.0,4.0,House,21.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,54000000.0,1813.925,20.0,SOUTH-EAST,2.5,7.0,4.0,House,21.0,0,1,0,0,1,1,0,0,0,0,1,5
"Budhanilkantha, Kathmandu",45000000.0,1711.25,15.0,NORTH-WEST,2.5,5.0,6.0,House,18.0,0,1,0,0,1,1,0,0,0,0,1,5
"Pasikot, Kathmandu",38000000.0,1745.475,14.0,SOUTH-WEST,2.5,5.0,3.0,Bungalow,15.0,0,0,0,1,0,0,1,0,0,1,1,11
"Bhangal, Kathmandu",29500000.0,1129.425,13.0,WEST,2.5,4.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,1,5
"Baluwakhani, Kathmandu",34500000.0,1369.0,13.0,EAST,2.5,6.0,5.0,House,7.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,28500000.0,1060.9750000000001,13.0,NORTH,3.5,4.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,20500000.0,1026.75,20.0,SOUTH-EAST,3.0,6.0,4.0,House,7.0,0,1,0,1,1,1,1,1,0,0,1,11
"Rudreshwor, Kathmandu",50000000.0,1745.475,13.0,SOUTH,2.5,4.0,5.0,House,6.0,0,0,0,0,1,1,0,0,0,0,1,11
"Golfutar, Kathmandu",29000000.0,1095.2,16.0,WEST,2.5,5.0,5.0,Bungalow,6.0,0,1,0,0,0,1,1,1,0,0,0,11
"Bhaisepati, Lalitpur",31000000.0,1437.45,15.0,SOUTH-WEST,2.5,4.0,5.0,House,8.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,25000000.0,1403.225,12.0,WEST,2.5,6.0,5.0,House,21.0,0,1,0,0,1,1,1,1,0,0,1,8
Other,31000000.0,1197.875,14.0,SOUTH-WEST,3.5,6.0,5.0,House,15.0,0,1,0,0,1,1,0,0,0,0,1,5
"Goldhunga, Kathmandu",29500000.0,1026.75,12.0,NORTH,2.5,4.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,1,6
"Tikathali, Lalitpur",29500000.0,1095.2,13.0,EAST,2.0,5.0,5.0,House,7.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,30000000.0,1437.45,4.0,SOUTH,1.0,2.0,2.0,House,13.0,0,1,0,1,1,1,0,0,0,0,0,5
"Bhaisepati, Lalitpur",62500000.0,1813.925,16.0,SOUTH-WEST,2.5,3.0,3.0,House,9.0,0,0,0,1,0,0,0,1,0,0,1,11
"Nakkhu, Lalitpur",39000000.0,1711.25,13.0,EAST,2.5,4.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,100000000.0,4107.0,13.0,EAST,2.0,5.0,3.0,House,13.0,0,1,0,1,1,1,0,0,0,0,1,6
"Sitapaila, Kathmandu",31000000.0,1369.0,13.0,SOUTH-EAST,2.5,5.0,4.0,House,6.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,29000000.0,1369.0,20.0,WEST,2.5,3.0,2.0,House,13.0,0,1,0,0,1,1,0,0,0,0,1,5
"Imadol, Lalitpur",26000000.0,1060.9750000000001,13.0,NORTH,2.0,4.0,5.0,House,14.0,0,1,0,0,1,1,0,0,0,0,1,5
"Bhaisepati, Lalitpur",41000000.0,1369.0,13.0,SOUTH-WEST,2.0,5.0,5.0,House,8.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,44500000.0,1711.25,14.0,EAST,2.5,5.0,5.0,House,21.0,0,1,0,0,1,1,0,0,0,0,1,5
"Jyotinagar, Kathmandu",31500000.0,1197.875,13.0,SOUTH,2.5,6.0,5.0,House,21.0,0,1,0,0,1,1,0,0,0,0,1,5
"Budhanilkantha, Kathmandu",40000000.0,1471.675,13.0,WEST,2.5,5.0,4.0,House,18.0,0,1,0,0,1,1,0,0,0,0,1,5
"Chandragiri, Kathmandu",17500000.0,1026.75,9.0,WEST,2.5,6.0,4.0,House,20.0,0,0,0,0,1,1,0,0,0,0,1,4
"Bhaisepati, Lalitpur",32500000.0,1129.425,13.0,SOUTH-WEST,2.5,4.0,4.0,House,21.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,26000000.0,1197.875,10.0,EAST,2.5,4.0,4.0,House,18.0,0,0,0,0,1,1,0,0,0,0,1,4
"Imadol, Lalitpur",65000000.0,4107.0,13.0,SOUTH,3.0,7.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,1,5
"Bhaisepati, Lalitpur",38500000.0,1437.45,13.5,SOUTH,2.0,3.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,1,5
"Sitapaila, Kathmandu",37500000.0,2395.75,13.0,SOUTH,2.5,4.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,23500000.0,1711.25,11.0,SOUTH,2.0,4.0,2.0,House,13.0,0,1,0,0,1,1,0,0,0,0,1,5
"Budhanilkantha, Kathmandu",55000000.0,2566.875,19.5,SOUTH-WEST,3.5,7.0,8.0,House,9.0,0,1,0,0,1,1,0,0,0,0,1,5
"Pasikot, Kathmandu",53500000.0,2429.975,18.5,SOUTH-WEST,3.5,7.0,5.0,House,13.0,0,1,0,0,1,1,0,0,0,0,1,5
"Bhaisepati, Lalitpur",50000000.0,1369.0,13.5,WEST,2.5,5.0,6.0,Bungalow,14.0,0,0,0,0,1,1,0,0,0,0,1,4
"Kusunti, Lalitpur",115000000.0,4107.0,26.0,NORTH,2.5,4.0,4.0,House,8.0,0,1,0,1,1,1,0,0,0,0,1,6
"Bhaisepati, Lalitpur",35000000.0,1129.425,22.0,WEST,2.5,5.0,4.0,House,12.0,0,1,0,0,1,1,0,0,0,0,1,5
"Syuchatar, Kathmandu",32500000.0,1779.7,13.0,EAST,3.0,6.0,3.0,House,6.0,0,1,0,0,1,1,0,0,0,0,1,5
"Bhaisepati, Lalitpur",170000000.0,4791.5,16.5,EAST,3.5,6.0,4.0,Bungalow,7.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,19500000.0,1403.225,20.0,UNKNOWN,2.5,4.0,4.0,Villa,33.0,0,1,0,0,1,1,1,0,0,0,1,9
"Sunakothi, Lalitpur",35000000.0,1403.225,20.0,EAST,2.5,5.0,4.0,Villa,34.0,0,0,0,0,1,1,1,1,0,0,1,11
"Bhaisepati, Lalitpur",41000000.0,1711.25,20.0,EAST,2.5,4.0,5.0,Villa,6.0,0,1,0,0,1,1,1,0,0,0,1,11
Other,70000000.0,2156.1749999999997,11.0,SOUTH,2.0,6.0,5.0,House,8.0,0,1,0,0,1,1,0,0,0,0,1,5
"Hattiban, Lalitpur",85000000.0,2738.0,32.0,NORTH,2.0,4.0,4.0,Villa,20.0,0,1,0,0,1,1,0,0,0,0,1,7
Other,190000000.0,3490.95,13.0,SOUTH-WEST,5.0,10.0,8.0,House,7.0,0,1,0,0,0,0,1,1,0,0,0,11
Other,22000000.0,3148.7,20.0,EAST,2.5,4.0,3.0,House,25.0,0,1,0,0,1,0,0,0,0,0,0,3
Other,102000000.0,3080.25,20.0,WEST,2.5,5.0,4.0,Bungalow,17.0,0,1,0,1,1,1,1,0,0,0,0,8
Other,95000000.0,3422.5,13.0,SOUTH,2.5,5.0,4.0,Bungalow,18.0,0,1,0,1,1,1,1,0,0,0,0,8
"Sundarbasti, Kathmandu",39000000.0,1711.25,13.0,NORTH-EAST,2.5,5.0,3.0,House,20.0,0,0,0,0,1,1,1,0,0,0,1,8
Other,27000000.0,1060.9750000000001,13.0,SOUTH-EAST,2.5,6.0,3.0,House,7.0,0,1,0,0,1,1,1,0,0,0,1,7
Other,13000000.0,1026.75,13.0,EAST,1.0,2.0,1.0,House,18.0,0,1,0,0,0,1,1,0,0,0,0,5
"Kusunti, Lalitpur",40500000.0,1882.375,13.0,NORTH-EAST,2.0,4.0,3.0,Bungalow,33.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,32500000.0,752.95,26.0,EAST,4.0,6.0,4.0,House,6.0,0,0,0,0,1,1,0,0,0,0,0,3
"Pasikot, Kathmandu",33000000.0,2053.5,13.0,SOUTH-EAST,2.5,6.0,4.0,Bungalow,8.0,0,1,0,1,1,1,1,0,0,0,1,8
"Budhanilkantha, Kathmandu",62500000.0,2121.9500000000003,15.0,NORTH-EAST,2.5,6.0,6.0,Bungalow,9.0,0,1,0,0,1,1,1,0,0,0,0,6
Other,20500000.0,1026.75,10.0,WEST,2.5,4.0,3.0,House,6.0,0,1,0,0,1,1,0,0,0,0,0,4
"Bansbari, Kathmandu",50000000.0,2395.75,13.0,SOUTH,2.5,4.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Imadol, Lalitpur",23500000.0,1060.9750000000001,13.0,NORTH,2.5,3.0,4.0,Bungalow,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Satdobato, Lalitpur",70000000.0,3114.475,10.0,EAST,4.5,12.0,4.0,House,10.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,29500000.0,1129.425,15.0,WEST,3.0,,4.0,House,8.0,0,1,0,0,1,1,0,0,0,0,1,5
"Budhanilkantha, Kathmandu",95000000.0,5818.25,17.0,EAST,3.5,6.0,5.0,Bungalow,10.0,0,1,0,1,1,1,0,0,0,0,1,6
Other,32500000.0,1369.0,13.0,EAST,2.5,11.0,2.0,House,11.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,73500000.0,2053.5,18.0,NORTH-EAST,2.5,6.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,1,5
"Goldhunga, Kathmandu",32000000.0,1369.0,20.0,NORTH,2.5,4.0,4.0,House,10.0,0,1,0,1,1,1,0,0,0,0,1,6
"Budhanilkantha, Kathmandu",125000000.0,6160.5,15.0,EAST,2.5,5.0,5.0,Bungalow,10.0,0,1,0,0,1,1,0,0,0,0,1,5
"Ganesh Chowk, Kathmandu",32500000.0,1197.875,14.0,SOUTH-WEST,2.5,5.0,5.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,130000000.0,5476.0,20.0,WEST,3.5,7.0,4.0,House,9.0,0,1,0,1,1,1,0,0,0,0,0,6
Other,25000000.0,1060.9750000000001,16.0,NORTH-EAST,2.5,4.0,3.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,41000000.0,1779.7,13.0,SOUTH-WEST,3.0,5.0,4.0,House,19.0,0,1,0,1,1,1,1,0,0,0,0,7
"Sukedhara, Kathmandu",45000000.0,2395.75,15.0,EAST,2.5,4.0,3.0,House,8.0,0,1,0,0,1,1,0,0,0,0,0,4
"Thaiba, Lalitpur",50000000.0,1779.7,20.0,SOUTH-WEST,2.5,4.0,3.0,House,8.0,0,1,0,0,1,1,0,0,0,0,0,7
Other,95000000.0,3764.75,17.0,NORTH-WEST,2.5,6.0,4.0,Bungalow,8.0,0,1,0,0,1,1,0,0,0,0,1,6
"Dhapasi, Kathmandu",47500000.0,2087.725,15.0,SOUTH-EAST,2.5,3.0,4.0,House,8.0,0,1,0,1,1,1,0,0,0,0,0,6
Other,53500000.0,2772.225,12.0,NORTH-WEST,4.0,8.0,4.0,House,15.0,0,1,0,0,1,1,0,0,0,0,1,6
"Sukedhara, Kathmandu",39000000.0,1369.0,14.0,SOUTH,2.5,6.0,4.0,House,9.0,0,0,0,0,1,1,0,0,0,0,1,4
Other,35000000.0,1369.0,22.0,WEST,3.0,6.0,3.0,House,11.0,0,1,0,0,1,1,0,0,0,0,0,5
"Goldhunga, Kathmandu",25000000.0,1095.2,10.0,WEST,2.5,5.0,4.0,House,11.0,0,0,0,0,1,1,0,0,0,0,0,3
"Bhaisepati, Lalitpur",75000000.0,2053.5,20.0,SOUTH-EAST,2.5,6.0,4.0,House,7.0,0,0,0,0,1,1,0,0,0,0,1,4
"Baluwakhani, Kathmandu",31500000.0,1369.0,13.0,EAST,2.5,3.0,4.0,House,13.0,0,0,0,0,1,1,0,0,0,0,1,4
Other,26500000.0,1129.425,13.0,EAST,2.0,6.0,4.0,House,7.0,0,0,0,0,1,1,0,0,0,0,1,4
"Sukedhara, Kathmandu",35000000.0,1711.25,14.0,WEST,2.5,6.0,3.0,House,9.0,0,1,0,0,1,1,0,0,0,0,1,5
"Narayanthan, Kathmandu",55000000.0,3764.75,15.0,EAST,2.5,4.0,5.0,Bungalow,13.0,0,1,0,1,1,1,0,0,0,0,1,7
"Rudreshwor, Kathmandu",49000000.0,1745.475,13.0,EAST,2.5,5.0,6.0,House,11.0,0,0,0,0,1,1,0,0,0,0,1,4
"Bafal, Kathmandu",28500000.0,1369.0,13.0,WEST,2.5,7.0,4.0,House,11.0,0,0,0,0,1,1,0,0,0,0,1,4
Other,8500000.0,787.175,13.0,EAST,1.0,4.0,4.0,House,19.0,0,0,0,0,1,1,0,0,0,0,1,4
Other,21500000.0,752.95,9.0,WEST,2.5,4.0,4.0,House,7.0,0,0,0,0,1,1,0,0,0,0,1,4
Other,22000000.0,1026.75,10.0,SOUTH,2.5,4.0,4.0,House,18.0,0,1,0,0,1,1,0,0,0,0,0,5
Other,22000000.0,1026.75,26.0,NORTH,2.5,6.0,5.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,5
Other,24000000.0,1026.75,10.0,WEST,2.5,4.0,5.0,House,18.0,0,1,0,0,1,1,0,0,0,0,0,5
"Bansbari, Kathmandu",88000000.0,4107.0,15.0,EAST,2.5,6.0,3.0,Bungalow,14.0,0,1,0,1,1,1,0,0,0,0,1,9
"Hattigaunda, Kathmandu",36500000.0,2121.9500000000003,13.0,NORTH-EAST,3.0,4.0,3.0,House,13.0,0,0,0,0,1,1,0,0,0,0,1,4
"Dhapakhel, Lalitpur",27000000.0,1129.425,13.0,EAST,2.5,6.0,4.0,House,18.0,0,0,0,0,1,1,0,0,0,0,1,4
Other,33000000.0,1369.0,13.5,WEST,2.5,5.0,4.0,House,14.0,0,0,0,0,1,1,0,0,0,0,1,4
"Gwarko, Lalitpur",27000000.0,1060.9750000000001,13.0,SOUTH,3.0,5.0,4.0,House,4.0,0,1,0,0,1,1,1,1,0,0,1,10
"Bhaisepati, Lalitpur",46500000.0,1369.0,14.0,SOUTH-EAST,2.5,4.0,4.0,House,7.0,0,0,0,0,1,1,1,1,0,0,1,9
Other,20000000.0,1745.475,26.0,SOUTH,3.0,3.0,3.0,House,10.0,0,1,0,0,1,1,1,0,0,0,0,5
"Imadol, Lalitpur",36000000.0,2395.75,20.0,NORTH-EAST,2.5,5.0,2.0,Bungalow,13.0,0,1,0,1,1,1,1,0,0,0,0,8
"Sitapaila, Kathmandu",27000000.0,1369.0,10.0,NORTH,3.5,5.0,4.0,House,11.0,0,1,0,0,1,1,1,0,0,0,0,7
"Bhaisepati, Lalitpur",30000000.0,1026.75,12.0,WEST,2.0,5.0,4.0,House,11.0,0,1,0,0,1,1,0,0,0,0,0,4
"Bhaisepati, Lalitpur",51000000.0,1711.25,20.0,WEST,2.5,5.0,4.0,House,4.0,0,1,0,0,1,1,0,0,0,0,0,4
"Kapan, Kathmandu",29800000.0,1403.225,13.0,EAST,3.0,6.0,3.0,House,28.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,130000000.0,444.925,12.0,SOUTH,2.5,7.0,4.0,Bungalow,11.0,0,1,0,1,1,1,0,0,0,0,1,8
"Budhanilkantha, Kathmandu",48000000.0,2840.675,15.0,EAST,2.5,5.0,3.0,House,14.0,0,1,0,0,1,1,1,0,0,0,0,6
"Bhaisepati, Lalitpur",210000000.0,6160.5,20.0,EAST,2.5,6.0,5.0,Bungalow,14.0,0,1,0,0,1,1,0,0,0,0,0,8
"Imadol, Lalitpur",23500000.0,1026.75,13.0,EAST,2.5,5.0,3.0,House,4.0,0,1,0,0,1,1,1,1,0,0,1,9
"Syuchatar, Kathmandu",25000000.0,1095.2,13.0,SOUTH,2.5,6.0,2.0,House,11.0,0,1,0,0,1,1,0,0,0,0,1,6
"Budhanilkantha, Kathmandu",115000000.0,6160.5,13.0,SOUTH-WEST,2.5,5.0,4.0,House,11.0,0,1,0,0,1,1,0,0,0,0,0,4
"Bafal, Kathmandu",28500000.0,1369.0,13.5,SOUTH,2.5,5.0,4.0,House,4.0,0,1,0,0,1,1,0,0,0,0,0,4
"Sitapaila, Kathmandu",27500000.0,1403.225,16.0,SOUTH-EAST,2.5,4.0,3.0,House,23.0,0,1,0,1,1,1,1,0,0,0,0,7
"Sitapaila, Kathmandu",29500000.0,1437.45,16.0,SOUTH,2.5,4.0,3.0,Bungalow,11.0,0,1,0,1,1,1,1,0,0,0,0,7
Other,14000000.0,510.30000000000007,20.0,SOUTH-EAST,2.0,5.0,4.0,House,7.0,0,1,0,0,1,1,1,0,0,0,0,6
